Date,Tm,Opp,Quarter,Time,Down,ToGo,Location,Score,Detail,Yds,EPB,EPA,Diff
2022-01-09,Rams,49ers,2,10:31,4,1,SFO 2,9-0,Matthew Stafford pass complete short middle to Tyler Higbee for 2 yards touchdown,2,3.250,7.000,3.75
2022-01-09,Rams,49ers,2,6:51,3,6,SFO 15,16-0,Matthew Stafford pass complete short right to Tyler Higbee for 15 yards touchdown,15,3.580,7.000,3.42
2022-01-09,Rams,49ers,4,2:34,3,4,SFO 4,23-17,Matthew Stafford pass complete to Cooper Kupp for 4 yards touchdown,4,4.490,7.000,2.51
2022-01-02,Rams,Ravens,2,1:00,2,10,RAV 18,6-10,Matthew Stafford pass complete short middle to Cooper Kupp for 18 yards touchdown,18,3.800,7.000,3.20
2022-01-02,Rams,Ravens,4,1:01,1,7,RAV 7,20-19,Matthew Stafford pass complete short right to Odell Beckham for 7 yards touchdown,7,5.600,7.000,1.40
2021-12-26,Rams,Vikings,4,11:42,3,6,MIN 7,26-13,Matthew Stafford pass complete short right to Odell Beckham for 7 yards touchdown,7,3.980,7.000,3.02
2021-12-21,Rams,Seahawks,3,6:35,2,6,SEA 6,9-10,Matthew Stafford pass complete short right to Cooper Kupp for 6 yards touchdown,6,4.950,7.000,2.05
2021-12-21,Rams,Seahawks,4,10:55,1,10,SEA 29,16-10,Matthew Stafford pass complete deep middle to Cooper Kupp for 29 yards touchdown,29,3.640,7.000,3.36
2021-12-13,Rams,Cardinals,2,12:56,3,2,CRD 2,6-3,Matthew Stafford pass complete short left to Odell Beckham for 2 yards touchdown,2,4.950,7.000,2.05
2021-12-13,Rams,Cardinals,3,13:44,1,10,RAM 48,19-13,Matthew Stafford pass complete to Van Jefferson for 52 yards touchdown,52,2.130,7.000,4.87
2021-12-13,Rams,Cardinals,3,9:50,2,4,CRD 4,26-13,Matthew Stafford pass complete short left to Cooper Kupp for 4 yards touchdown,4,5.340,7.000,1.66
2021-12-05,Rams,Jaguars,3,11:51,2,4,JAX 29,22-7,Matthew Stafford pass complete short middle to Cooper Kupp for 29 yards touchdown,29,3.510,7.000,3.49
2021-12-05,Rams,Jaguars,3,3:33,3,2,JAX 2,29-7,Matthew Stafford pass complete short middle to Van Jefferson for 2 yards touchdown,2,4.950,7.000,2.05
