Date,Tm,Opp,Quarter,Time,Down,ToGo,Location,Score,Detail,Yds,EPB,EPA,Diff
2012-12-16,Packers,Bears,3,8:12,1,6,CHI 6,20-7,Aaron Rodgers pass complete short left to James Jones for 6 yards touchdown,6,5.830,7.000,1.17
2012-12-02,Packers,Vikings,1,11:33,2,7,MIN 32,6-0,Aaron Rodgers pass complete deep left to James Jones for 32 yards touchdown. Penalty on Letroy Guion: Defensive Offside (Declined),32,3.110,7.000,3.89
2012-11-25,Packers,Giants,1,10:58,2,4,GNB 39,6-7,Aaron Rodgers pass complete deep right to Jordy Nelson for 61 yards touchdown,61,1.400,7.000,5.60
2012-11-18,Packers,Lions,2,14:03,2,7,DET 20,6-3,Aaron Rodgers pass complete short middle to Jermichael Finley for 20 yards touchdown,20,3.900,7.000,3.10
2012-11-18,Packers,Lions,4,2:02,3,1,DET 22,20-20,Aaron Rodgers pass complete deep left to Randall Cobb for 22 yards touchdown,22,3.470,7.000,3.53
2012-11-04,Packers,Cardinals,1,5:36,3,13,CRD 13,6-0,Aaron Rodgers pass complete short middle to Randall Cobb for 13 yards touchdown,13,3.060,7.000,3.94
2012-11-04,Packers,Cardinals,2,7:50,1,10,CRD 21,13-7,Aaron Rodgers pass complete deep right to Randall Cobb for 21 yards touchdown,21,4.170,7.000,2.83
2012-11-04,Packers,Cardinals,2,2:00,2,9,CRD 28,20-7,Aaron Rodgers pass complete deep left to James Jones for 28 yards touchdown,28,3.240,7.000,3.76
2012-11-04,Packers,Cardinals,3,0:07,2,4,GNB 28,30-17,Aaron Rodgers pass complete deep middle to Tom Crabtree for 72 yards touchdown,72,0.680,7.000,6.32
2012-10-28,Packers,Jaguars,1,3:02,1,5,JAX 5,6-3,Aaron Rodgers pass complete short left to Randall Cobb for 5 yards touchdown,5,6.060,7.000,.94
2012-10-28,Packers,Jaguars,4,12:39,2,4,JAX 4,20-12,Aaron Rodgers pass complete short left to Donald Driver for 4 yards touchdown,4,5.340,7.000,1.66
2012-10-21,Packers,Rams,1,5:28,1,3,RAM 3,6-3,Aaron Rodgers pass complete short left to Jordy Nelson for 3 yards touchdown,3,6.510,7.000,.49
2012-10-21,Packers,Rams,3,8:10,2,5,RAM 5,16-6,Aaron Rodgers pass complete short middle to Randall Cobb for 5 yards touchdown,5,5.150,7.000,1.85
2012-10-21,Packers,Rams,4,3:19,3,9,RAM 39,26-13,Aaron Rodgers pass complete deep right to Randall Cobb for 39 yards touchdown. Penalty on Kendall Langford: Defensive Offside (Declined),39,1.820,7.000,5.18
2012-10-14,Packers,Texans,1,11:42,1,10,HTX 41,6-0,Aaron Rodgers pass complete deep right to Jordy Nelson for 41 yards touchdown,41,2.850,7.000,4.15
2012-10-14,Packers,Texans,1,0:32,1,6,HTX 6,13-0,Aaron Rodgers pass complete short right to James Jones for 6 yards touchdown,6,5.830,7.000,1.17
2012-10-14,Packers,Texans,2,6:51,1,10,HTX 21,20-7,Aaron Rodgers pass complete deep middle to Jordy Nelson for 21 yards touchdown,21,4.170,7.000,2.83
2012-10-14,Packers,Texans,3,8:22,2,1,HTX 1,27-10,Aaron Rodgers pass complete short right to Jordy Nelson for 1 yard touchdown,1,5.910,7.000,1.09
2012-10-14,Packers,Texans,4,14:54,3,1,HTX 48,34-17,Aaron Rodgers pass complete deep right to Tom Crabtree for 48 yards touchdown,48,1.750,7.000,5.25
2012-10-14,Packers,Texans,4,12:22,2,11,HTX 18,41-17,Aaron Rodgers pass complete deep right to James Jones for 18 yards touchdown,18,3.720,7.000,3.28
2012-10-07,Packers,Colts,2,12:31,3,1,CLT 6,13-0,Aaron Rodgers pass complete short right to James Jones for 6 yards touchdown,6,4.900,7.000,2.10
2012-10-07,Packers,Colts,2,4:27,3,5,CLT 31,20-3,Aaron Rodgers pass complete short middle to Randall Cobb for 31 yards touchdown,31,2.610,7.000,4.39
2012-10-07,Packers,Colts,4,4:34,1,8,CLT 8,27-22,Aaron Rodgers pass complete short middle to James Jones for 8 yards touchdown,8,5.370,7.000,1.63
2012-09-30,Packers,Saints,1,9:09,2,10,NOR 12,6-0,Aaron Rodgers pass complete short left to James Jones for 12 yards touchdown,12,4.100,7.000,2.90
2012-09-30,Packers,Saints,2,14:22,1,9,NOR 9,13-7,Aaron Rodgers pass complete short middle to Greg Jennings for 9 yards touchdown,9,5.140,7.000,1.86
2012-09-30,Packers,Saints,2,4:53,3,5,NOR 14,20-7,Aaron Rodgers pass complete short middle to James Jones for 14 yards touchdown,14,3.760,7.000,3.24
2012-09-30,Packers,Saints,4,7:05,2,10,NOR 11,27-27,Aaron Rodgers pass complete short right to Jordy Nelson for 11 yards touchdown,11,4.140,7.000,2.86
2012-09-13,Packers,Bears,4,11:22,1,10,CHI 26,22-3,Aaron Rodgers pass complete deep middle to Donald Driver for 26 yards touchdown,26,3.840,7.000,3.16
2012-09-09,Packers,49ers,2,4:43,1,1,SFO 1,6-10,Aaron Rodgers pass complete short right to Jermichael Finley for 1 yard touchdown,1,6.970,7.000,.03
2012-09-09,Packers,49ers,4,6:09,2,1,SFO 10,21-30,Aaron Rodgers pass complete short left to James Jones for 10 yards touchdown,10,5.360,7.000,1.64
2012-01-15,Packers,Giants,2,15:00,2,7,NYG 8,9-10,Aaron Rodgers pass complete short left to John Kuhn for 8 yards touchdown,8,4.700,7.000,2.30
2012-01-15,Packers,Giants,4,4:52,2,2,NYG 16,19-30,Aaron Rodgers pass complete deep middle to Donald Driver for 16 yards touchdown,16,4.650,7.000,2.35
2011-12-25,Packers,Bears,1,10:29,2,2,CHI 2,6-0,Aaron Rodgers pass complete short left to Jermichael Finley for 2 yards touchdown,2,5.720,7.000,1.28
2011-12-25,Packers,Bears,2,0:18,1,2,CHI 2,13-3,Aaron Rodgers pass complete short left to James Jones for 2 yards touchdown,2,6.740,7.000,.26
2011-12-25,Packers,Bears,3,10:11,2,10,GNB 45,20-10,Aaron Rodgers pass complete deep middle to Jordy Nelson for 55 yards touchdown,55,1.380,7.000,5.62
2011-12-25,Packers,Bears,3,1:57,2,7,CHI 7,27-10,Aaron Rodgers pass complete short left to James Jones for 7 yards touchdown,7,4.760,7.000,2.24
2011-12-25,Packers,Bears,4,14:57,1,2,CHI 2,34-10,Aaron Rodgers pass complete short left to Jordy Nelson for 2 yards touchdown,2,6.740,7.000,.26
2011-12-18,Packers,Chiefs,3,8:08,3,2,KAN 2,6-6,Aaron Rodgers pass complete short left to Donald Driver for 2 yards touchdown,2,4.950,7.000,2.05
2011-12-11,Packers,Raiders,1,4:14,1,4,RAI 4,13-0,Aaron Rodgers pass complete short middle to Ryan Taylor for 4 yards touchdown,4,6.280,7.000,.72
2011-12-11,Packers,Raiders,2,9:20,1,10,RAI 37,23-0,Aaron Rodgers pass complete deep right to Jordy Nelson for 37 yards touchdown. Penalty on OAK: Defensive 12 On-field (Declined),37,3.120,7.000,3.88
2011-12-04,Packers,Giants,1,5:16,2,8,NYG 12,6-7,Aaron Rodgers pass complete short right to Jermichael Finley for 12 yards touchdown,12,4.330,7.000,2.67
2011-12-04,Packers,Giants,2,1:17,3,5,NYG 13,20-17,Aaron Rodgers pass complete short right to Donald Driver for 13 yards touchdown,13,3.820,7.000,3.18
2011-12-04,Packers,Giants,3,10:01,3,9,NYG 20,27-17,Aaron Rodgers pass complete deep left to Greg Jennings for 20 yards touchdown,20,3.070,7.000,3.93
2011-12-04,Packers,Giants,4,3:46,2,7,NYG 7,34-27,Aaron Rodgers pass complete short right to Donald Driver for 7 yards touchdown,7,4.760,7.000,2.24
2011-11-24,Packers,Lions,2,4:54,2,3,DET 3,6-0,Aaron Rodgers pass complete short right to Greg Jennings for 3 yards touchdown,3,5.530,7.000,1.47
2011-11-24,Packers,Lions,3,5:36,1,10,GNB 35,20-0,Aaron Rodgers pass complete deep middle to James Jones for 65 yards touchdown,65,1.270,7.000,5.73
2011-11-20,Packers,Buccaneers,2,13:48,1,5,TAM 5,13-0,Aaron Rodgers pass complete short right to Tom Crabtree for 5 yards touchdown,5,6.060,7.000,.94
2011-11-20,Packers,Buccaneers,2,2:02,1,5,TAM 5,20-10,Aaron Rodgers pass complete short right to Jordy Nelson for 5 yards touchdown,5,6.060,7.000,.94
2011-11-20,Packers,Buccaneers,4,3:01,3,4,TAM 40,34-26,Aaron Rodgers pass complete deep left to Jordy Nelson for 40 yards touchdown,40,2.080,7.000,4.92
2011-11-14,Packers,Vikings,1,5:07,2,10,MIN 24,13-0,Aaron Rodgers pass complete deep middle to Greg Jennings for 24 yards touchdown,24,3.430,7.000,3.57
2011-11-14,Packers,Vikings,3,10:52,2,4,MIN 17,23-0,Aaron Rodgers pass complete short right to Jordy Nelson for 17 yards touchdown,17,4.380,7.000,2.62
2011-11-14,Packers,Vikings,3,6:25,1,9,MIN 9,30-7,Aaron Rodgers pass complete short middle to John Kuhn for 9 yards touchdown,9,5.140,7.000,1.86
2011-11-14,Packers,Vikings,4,11:07,2,4,MIN 4,37-7,Aaron Rodgers pass complete short left to Jordy Nelson for 4 yards touchdown,4,5.340,7.000,1.66
2011-11-06,Packers,Chargers,1,5:41,1,5,SDG 5,6-7,Aaron Rodgers pass complete short right to Jermichael Finley for 5 yards touchdown,5,6.060,7.000,.94
2011-11-06,Packers,Chargers,2,0:22,3,1,SDG 16,27-17,Aaron Rodgers pass complete short right to Jordy Nelson for 16 yards touchdown,16,4.060,7.000,2.94
2011-11-06,Packers,Chargers,4,13:06,1,10,SDG 21,37-24,Aaron Rodgers pass complete deep left to James Jones for 21 yards touchdown,21,4.170,7.000,2.83
2011-11-06,Packers,Chargers,4,10:31,2,4,SDG 4,44-24,Aaron Rodgers pass complete short right to Greg Jennings for 4 yards touchdown,4,5.340,7.000,1.66
2011-10-23,Packers,Vikings,1,8:39,2,2,MIN 2,6-7,Aaron Rodgers pass complete short left to John Kuhn for 2 yards touchdown,2,5.720,7.000,1.28
2011-10-23,Packers,Vikings,3,14:22,2,9,GNB 21,19-17,Aaron Rodgers pass complete deep right to Greg Jennings for 79 yards touchdown,79,-0.130,7.000,7.13
2011-10-23,Packers,Vikings,3,10:35,2,2,MIN 2,26-17,Aaron Rodgers pass complete short right to Jermichael Finley for 2 yards touchdown,2,5.720,7.000,1.28
2011-10-16,Packers,Rams,2,14:00,1,10,RAM 35,9-0,Aaron Rodgers pass complete deep left to James Jones for 35 yards touchdown,35,3.250,7.000,3.75
2011-10-16,Packers,Rams,2,9:24,1,10,GNB 7,16-0,Aaron Rodgers pass complete deep left to Jordy Nelson for 93 yards touchdown,93,-0.380,7.000,7.38
2011-10-16,Packers,Rams,2,1:56,2,7,RAM 7,23-0,Aaron Rodgers pass complete short left to Donald Driver for 7 yards touchdown,7,4.760,7.000,2.24
2011-10-09,Packers,Falcons,3,3:53,1,10,GNB 30,15-14,Aaron Rodgers pass complete deep right to James Jones for 70 yards touchdown,70,0.940,7.000,6.06
2011-10-09,Packers,Falcons,4,15:00,1,10,ATL 29,21-14,Aaron Rodgers pass complete short middle to Greg Jennings for 29 yards touchdown,29,3.640,7.000,3.36
2011-10-02,Packers,Broncos,1,2:15,1,10,50,6-3,Aaron Rodgers pass complete deep middle to Jordy Nelson for 50 yards touchdown,50,2.260,7.000,4.74
2011-10-02,Packers,Broncos,2,0:27,1,10,DEN 17,27-17,Aaron Rodgers pass complete short right to Greg Jennings for 17 yards touchdown,17,4.440,7.000,2.56
2011-10-02,Packers,Broncos,3,1:16,1,10,DEN 16,41-17,Aaron Rodgers pass complete deep middle to James Jones for 16 yards touchdown,16,4.510,7.000,2.49
2011-10-02,Packers,Broncos,4,7:50,3,5,DEN 8,48-17,Aaron Rodgers pass complete short right to Donald Driver for 8 yards touchdown,8,4.100,7.000,2.90
2011-09-25,Packers,Bears,1,11:29,2,6,CHI 6,6-0,Aaron Rodgers pass complete short left to Jermichael Finley for 6 yards touchdown. Penalty on Julius Peppers: Defensive Offside (Declined),6,4.950,7.000,2.05
2011-09-25,Packers,Bears,2,12:07,2,1,CHI 7,13-0,Aaron Rodgers pass complete short middle to Jermichael Finley for 7 yards touchdown,7,5.540,7.000,1.46
2011-09-25,Packers,Bears,4,12:54,3,9,CHI 10,26-10,Aaron Rodgers pass complete short right to Jermichael Finley for 10 yards touchdown,10,3.300,7.000,3.70
2011-09-18,Packers,Panthers,3,12:32,2,2,CAR 49,13-13,Aaron Rodgers pass complete deep middle to Greg Jennings for 49 yards touchdown,49,2.330,7.000,4.67
2011-09-18,Packers,Panthers,4,2:26,1,10,GNB 16,29-16,Aaron Rodgers pass complete short left to Jordy Nelson for 84 yards touchdown,84,-0.140,7.000,7.14
2011-09-08,Packers,Saints,1,10:12,3,4,NOR 7,6-0,Aaron Rodgers pass complete short left to Greg Jennings for 7 yards touchdown,7,4.330,7.000,2.67
2011-09-08,Packers,Saints,1,6:29,3,3,NOR 3,13-0,Aaron Rodgers pass complete short right to Jordy Nelson for 3 yards touchdown,3,4.720,7.000,2.28
2011-09-08,Packers,Saints,1,0:19,1,10,NOR 32,20-7,Aaron Rodgers pass complete short middle to Randall Cobb for 32 yards touchdown,32,3.450,7.000,3.55
2011-02-06,Packers,Steelers,1,3:51,3,1,PIT 29,6-0,Aaron Rodgers pass complete deep right to Jordy Nelson for 29 yards touchdown,29,3.010,7.000,3.99
2011-02-06,Packers,Steelers,2,2:31,1,10,PIT 21,20-3,Aaron Rodgers pass complete deep middle to Greg Jennings for 21 yards touchdown,21,4.170,7.000,2.83
2011-02-06,Packers,Steelers,4,12:03,2,8,PIT 8,27-17,Aaron Rodgers pass complete short right to Greg Jennings for 8 yards touchdown,8,4.570,7.000,2.43
2011-01-15,Packers,Falcons,2,12:10,2,6,ATL 6,6-7,Aaron Rodgers pass complete short left to Jordy Nelson for 6 yards touchdown,6,4.950,7.000,2.05
2011-01-15,Packers,Falcons,2,0:48,1,10,ATL 20,20-14,Aaron Rodgers pass complete deep right to James Jones for 20 yards touchdown,20,4.240,7.000,2.76
2011-01-15,Packers,Falcons,3,2:49,2,6,ATL 7,41-14,Aaron Rodgers pass complete short right to John Kuhn for 7 yards touchdown,7,4.890,7.000,2.11
2011-01-09,Packers,Eagles,1,0:13,1,7,PHI 7,6-0,Aaron Rodgers pass complete short right to Tom Crabtree for 7 yards touchdown,7,5.600,7.000,1.40
2011-01-09,Packers,Eagles,2,5:29,1,9,PHI 9,13-0,Aaron Rodgers pass complete short right to James Jones for 9 yards touchdown,9,5.140,7.000,1.86
2011-01-09,Packers,Eagles,3,7:41,2,16,PHI 16,20-10,Aaron Rodgers pass complete short left to Brandon Jackson for 16 yards touchdown,16,3.340,7.000,3.66
2011-01-02,Packers,Bears,4,12:46,1,1,CHI 1,9-3,Aaron Rodgers pass complete short right to Donald Lee for 1 yard touchdown,1,6.970,7.000,.03
2010-12-26,Packers,Giants,1,8:04,1,10,GNB 20,6-0,Aaron Rodgers pass complete deep middle to Jordy Nelson for 80 yards touchdown,80,0.280,7.000,6.72
2010-12-26,Packers,Giants,1,1:53,3,3,NYG 3,13-0,Aaron Rodgers pass complete short right to James Jones for 3 yards touchdown,3,4.720,7.000,2.28
2010-12-26,Packers,Giants,3,4:49,2,1,NYG 1,30-17,Aaron Rodgers pass complete short right to Donald Lee for 1 yard touchdown,1,5.910,7.000,1.09
2010-12-26,Packers,Giants,4,7:03,2,5,NYG 5,37-17,Aaron Rodgers pass complete short right to John Kuhn for 5 yards touchdown,5,5.150,7.000,1.85
2010-12-05,Packers,49ers,2,7:11,3,1,GNB 43,6-6,Aaron Rodgers pass complete deep left to Greg Jennings for 57 yards touchdown. Penalty on Ahmad Brooks: Defensive Offside (Declined),57,1.160,7.000,5.84
2010-12-05,Packers,49ers,3,12:05,2,16,GNB 39,20-13,Aaron Rodgers pass complete deep right to Donald Driver for 61 yards touchdown,61,0.570,7.000,6.43
2010-12-05,Packers,49ers,3,3:41,3,1,SFO 1,27-16,Aaron Rodgers pass complete short right to Greg Jennings for 1 yard touchdown,1,5.170,7.000,1.83
2010-11-28,Packers,Falcons,4,1:06,4,10,ATL 10,16-17,Aaron Rodgers pass complete short left to Jordy Nelson for 10 yards touchdown,10,2.760,7.000,4.24
2010-11-21,Packers,Vikings,2,5:22,2,10,MIN 11,9-3,Aaron Rodgers pass complete short left to Greg Jennings for 11 yards touchdown,11,4.140,7.000,2.86
2010-11-21,Packers,Vikings,2,0:09,1,3,MIN 3,16-3,Aaron Rodgers pass complete short right to James Jones for 3 yards touchdown,3,6.510,7.000,.49
2010-11-21,Packers,Vikings,3,12:12,1,10,MIN 46,23-3,Aaron Rodgers pass complete short left to Greg Jennings for 46 yards touchdown,46,2.520,7.000,4.48
2010-11-21,Packers,Vikings,4,9:48,3,1,MIN 22,30-3,Aaron Rodgers pass complete deep left to Greg Jennings for 22 yards touchdown,22,3.470,7.000,3.53
2010-11-07,Packers,Cowboys,2,14:20,3,2,DAL 9,6-0,Aaron Rodgers pass complete short middle to Brandon Jackson for 9 yards touchdown,9,4.570,7.000,2.43
2010-11-07,Packers,Cowboys,2,2:16,2,8,DAL 8,20-0,Aaron Rodgers pass complete short middle to Greg Jennings for 8 yards touchdown,8,4.570,7.000,2.43
2010-11-07,Packers,Cowboys,3,8:44,3,10,DAL 10,34-7,Aaron Rodgers pass complete short left to James Jones for 10 yards touchdown,10,3.130,7.000,3.87
2010-10-24,Packers,Vikings,2,14:57,3,8,MIN 9,13-7,Aaron Rodgers pass complete short middle to Andrew Quarless for 9 yards touchdown,9,3.530,7.000,3.47
2010-10-24,Packers,Vikings,3,8:49,2,5,MIN 14,20-17,Aaron Rodgers pass complete short left to Greg Jennings for 14 yards touchdown,14,4.530,7.000,2.47
2010-10-17,Packers,Dolphins,1,1:17,1,10,GNB 14,9-7,Aaron Rodgers pass complete deep right to Greg Jennings for 86 yards touchdown,86,-0.280,7.000,7.28
